"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"On life's dividing sea : SATB unaccompanied (with divisions)","","017792826","Monograph","Notated music","Volume","","","","Randle, Rhiannon","1993-","person","composer","Randle, Rhiannon, 1993-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Choral Now","","England","London","Stainer & Bell","2015","","1 score (9 pages), 30 cm","782.542","G.31.zz. (4.)","Choruses, Secular (Mixed voices, 4 parts) ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","","",""
"On sisterhoods","Maude ; Woman's thoughts about women","019203138","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB905742","","9781315478036","Rossetti, Christina","","person","author","Rossetti, Christina, author [person] ; Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Pickering women's classics","","England","London","Routledge","2019","1st","1 online resource","828.808","ELD.DS.384107","Women","","English","Additional physical form: Print version. 9781138111318 ; Previously issued in print: 2018",""
"On sisterhoods","Maude by Christina Rossetti, 'On sisterhoods' and A woman's thoughts about women by Dinah Mulock Craik ; Woman's thoughts about women","018795712","Monograph","Language material ; Text","Volume","GBB852413","","9781138111318","Rossetti, Christina Georgina","1830-1894","person","author","Craik, Dinah Maria Mulock, 1826-1887 [person] ; Rossetti, Christina Georgina, 1830-1894, author [person]","Pickering women's classics","","England","London","Routledge","2018","","1 volume, 22 cm","828.808","","Women","","English","",""
"On the beach at night alone","Death, be not proud ; Image in stone (2007) : for mezzo soprano and wind ensemble ; Sing no sad songs","015642364","Monograph","Notated music","Volume","","","","McNeff, Stephen","","person","composer","Whitman, Walt, 1819-1892 [person] ; McNeff, Stephen, composer [person] ; Donne, John, 1572-1631 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","International series for wind bands & ensembles","","England","Kenley, Surrey","Maecenas Music","2007","","1 score (55 pages), 30 cm","783.442","G.1504.ll. (3.)","Whitman, Walt, 1819-1892--Musical settings ; Songs (Medium voice) with instrumental ensemble--Scores ; Donne, John, 1572-1631--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Duration: approximately 16 min ; For Tim and Hilary Reynish (in memoriam William Reynish 1966-2001) and the Irish Youth Wind Ensemble ; For mezzo soprano, wind ensemble, harp, timpani and percussion ; Words by Anon 1st century Greek, John Donne, Christina Rosetti and Walt Whitman",""
"Once in a dream : for upper voices and piano","","005254839","Monograph","Notated music","Volume","","","","Hurd, Michael","1928-2006","person","","Hurd, Michael, 1928-2006 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London ; Sevenoaks","Novello","1986","","1 score (10 pages), 25 cm","782.5","E.353.ii. (6.)","Songs for high voices with piano","","English","Publ. number 16 0199 ; Words by Christina Rossetti",""
"Organ music. Selections","A parish songbook : carols, anthems & hymns","013734119","Monograph","Notated music","Volume","","","","Routh, Francis","","person","composer","Crum, John Macleod Campbell, 1872- [person] ; Welch, Stephan, 1950- [person] ; Herbert, George, 1593-1633 [person] ; Routh, Francis, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Redcliffe","2006","","1 score (45 pages), 30 cm","782.525","G.1509.gg. (15.)","Rossetti, Christina Georgina, 1830-1894--Musical settings ; Anthems ; Advent music ; Hymns ; Crum, John Macleod Campbell, 1872---Musical settings ; Welch, Stephan, 1950---Musical settings ; Easter music ; Choruses, Sacred (Unison) with organ ; Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied ; Christmas music ; Choruses, Sacred (Mixed voices, 4 parts) with organ ; Herbert, George, 1593-1633--Musical settings","Music","English ; Latin","'The carols and hymns, whether accompanied for solo or unison voices, or unaccompanied for choir SATB, were composed for St. Philip's, and, in later years, for St. Peter's, Hammersmith, some of them settings of words by the vicar, Stephan Welch'--preface ; Includes preface",""
"Othello","A century of English song : an anthology of 20th-century songs compiled and published by The Association of English Singers and Speakers. Volume 8 for medium/low female voice and piano ; Country-lover ; Dolls ; Heffle cuckoo fair ; Idlers ; Miscellanie ; Songs ; Songs (1935) ; Songs of Walter de la Mare ; Songs of the East ; Why do I love? ; Wind from the South","018168059","Monograph","Notated music","Volume","","","","","","","","Quilter, Roger, 1877-1953 [person] ; Bridges, Robert, 1844-1930 [person] ; Gurney, Ivor, 1890-1937 [person] ; Milford, Robin, 1903-1959 [person] ; Association of English Singers and Speakers [organisation] ; Corp, Ronald [person] ; Shaw, Martin, 1875-1958 [person] ; Bantock, Granville, Sir, 1868-1946 [person] ; Peel, Graham, 1878-1937 [person] ; Shakespeare, William, 1564-1616 [person] ; Kipling, Rudyard, 1865-1936 [person] ; Bantock, Helen F. (Helen Francesca), 1868-1961 [person] ; Somervell, Arthur, 1863-1937 [person] ; Scott, Cyril, 1879-1970 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Blunden, Edmund, 1896-1974 [person] ; Belloc, Hilaire, 1870-1953 [person] ; Blake, William, 1757-1827 [person] ; Irvine, John, 1903-1964 [person] ; Prokosch, Frederic, 1908-1989 [person] ; Humphreys, Garry, writer [person] ; Arnold, Matthew, 1822-1888 [person] ; Hugh-Jones, Elaine, 1927- [person] ; Gibbs, C. Armstrong [person] ; Coleridge-Taylor, Samuel, 1875-1912 [person] ; De la Mare, Walter, 1873-1956 [person] ; Cooke, Deryck [person] ; Ephelia, active 1679 [person]","","","England","Tewkesbury","Association of English Singers & Speakers ; Goodmusic","2016","","1 score (56 pages), 30 cm","783.442","F.1946.b./8 ; H06/.17213","Blunden, Edmund, 1896-1974--Musical settings ; Song cycles--Excerpts ; Songs (Medium voice) with piano ; Bantock, Helen F. (Helen Francesca), 1868-1961--Musical settings ; Ephelia, active 1679--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; Arnold, Matthew, 1822-1888--Musical settings ; Irvine, John, 1903-1964--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Prokosch, Frederic, 1908-1989--Musical settings ; Songs (Low voice) with piano ; Kipling, Rudyard, 1865-1936--Musical settings ; Blake, William, 1757-1827--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Belloc, Hilaire, 1870-1953--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Excerpt","English","Includes notes on the composers by Garry Humphreys ; Subtitle on cover: An anthology for singers",""
"Out in the rain (Easter Monday) : upper voices (SA) and piano","Easter Monday","014539709","Monograph","Notated music","Volume","","","9780193360044","Chilcott, Bob","","person","","Chilcott, Bob [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Secular","","England","Oxford","Oxford University Press","2008","","1 score (7 pages), portraits, 26 cm","782.642","E.1908.t. (18.)","Easter music ; Part songs, English ; Choruses, Secular (Women's voices, 2 parts) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Includes biographical note ; Words by Christina Rossetti",""
"Outlines for illuminating. Consider. A poem, by C. G. Rossetti. (Designed by A. Donlevy.)","","003165349","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Donlevy, Alice [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","United States of America","New York","","1866","","(oblong 4°)","","11687.e.16","","","","",""
"Outsiders looking in : the Rossettis then and now","","006946004","Monograph","Language material ; Text","Volume","GBA3W2535","","9781843311058 ; 9781843311065","","","","","Clifford, David [person] ; Roussillon, Laurence [person]","Anthem nineteenth century studies","","England","London","Anthem","2004","","xiv, 284 pages, illustrations, 24 cm","700.922","YK.2006.a.4530 ; m06/.24897","Painters--Great Britain--Biography ; Critics--Great Britain--Biography ; Poets, English--19th century--Biography ; Italians--Great Britain--History--19th century ; Rossetti, William Michael, 1829-1919 ; Rossetti, Dante Gabriel, 1828-1882 ; Rossetti, Christina Georgina, 1830-1894 ; Rossetti family ; English literature--19th century--History and criticism ; Great Britain--Intellectual life--19th century ; Arts, English--19th century","Biography","English","",""
"Outsiders looking in : the Rossettis then and now","'It once should save as well as kill': DG Rossetti and the Feminine ; A Sort of Aesthetico-Catholic Revival: Christina Rossetti and the London Ritualist Scene ; Christina's Challenge to Victorian Mentality: the Parodic, Unconventional Pattern of 'My Dream' ; Copyright and Control: Christina Rossetti and her Publishers ; DG Rossetti and the Art of the Inner Standing-Point ; In the Footsteps of His Father? Dantean Allegory in Gabriele Rossetti and Dante Gabriel Rossetti ; Introduction ; Maundering Medievalism: Dante Gabriel Rossetti and William Morris's Poetry ; Mystic, Madwoman or Metaphysician?: The Analogical Theodicy of Christina Rossetti ; Pews, Periodicals and Politics: The Rossetti Women as High Church Controversialists ; Pursuing the Well-Beloved: Thomas Hardy, Jocelyn Pearston and the School of Rossetti ; Recollections of PB Shelley: William Michael Rossetti, Political Commitment and Literary Capital ; Sibling Cultures ; The Aesthetics of Morbidity: DG Rossetti and Buchanan's The Fleshly School of Poetry ; The Taxman and the Aesthete: the Canon according to William Michael Rossetti ; William Michael and Lucy Rossetti: Outsider Insiders -- The True Cosmopolitans","017990183","Monograph","Language material ; Text","Online resource","GBB702288","","9780857287496 ; 9781843313380","","","","","Clifford, David [person] ; Roussillon, Laurence [person]","Anthem nineteenth century studies","","England","London","Anthem","2004","","1 online resource (xiv, 284 pages), illustrations","700.922","ELD.DS.83792","Poets, English--19th century--Biography ; Cultuurgeschiedenis ; Rossetti, William Michael, 1829-1919 ; Rossetti, Lucy Madox Brown, 1843-1894 ; Rossetti, Christina Georgina, 1830-1894 ; BIOGRAPHY & AUTOBIOGRAPHY--Artists, Architects, Photographers ; Great Britain--Intellectual life--19th century ; Arts, English--19th century ; English literature ; Italians--Great Britain--History--19th century ; Rossetti, Dante Gabriel, 1828-1882 ; Victoriaanse tijd ; Critics ; Critics--Great Britain--Biography ; Painters ; Rossetti family ; Painters--Great Britain--Biography ; English literature--19th century--History and criticism","Biography ; Criticsm and interpretation ; History","English","",""
"Paintings. Selections","How can I care? : etchings, silkscreens, monoprints ; Poems","018049132","Monograph","Language material ; Still image ; Text","Volume","","","","Ortiz, Victoria","1950-","person","artist","Ortiz, Victoria, 1950-, artist [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","Portugal","Caldas da Rainha","ESTGAD","2002","","8 leaves, chiefly colour illustrations, 29 x 49 cm","","RF.2017.b.9","Artists' books--Portugal","","English","",""
"Papers relating to Edward Burne-Jones and Dante Gabriel Rossetti","","040-001608540","File. Archives and Manuscripts","","","","ark:/81055/vdc_100000001442.0x0000e6","","","","","","","","","","","","1898-1932","","1 folder","","Western Manuscripts. Add MS 88957/5/15","Jones, Edward Coley Burne-, 1st Baronet, artist, 1833-1898 ; Rossetti, Christina Georgina, poet, 1830-1894, http://isni.org/isni/N12466 ; Rossetti, Dante Gabriel, poet and painter, 1828-1882","","English","Contains assorted reproductions, photographs, and biographical notices, mainly concerning Burne-Jones and Dante Gabriel Rossetti, but also Christina Rossetti",""
"Pews, Periodicals and Politics: The Rossetti Women as High Church Controversialists","'It once should save as well as kill': DG Rossetti and the Feminine ; A Sort of Aesthetico-Catholic Revival: Christina Rossetti and the London Ritualist Scene ; Christina's Challenge to Victorian Mentality: the Parodic, Unconventional Pattern of 'My Dream' ; Copyright and Control: Christina Rossetti and her Publishers ; DG Rossetti and the Art of the Inner Standing-Point ; In the Footsteps of His Father? Dantean Allegory in Gabriele Rossetti and Dante Gabriel Rossetti ; Introduction ; Maundering Medievalism: Dante Gabriel Rossetti and William Morris's Poetry ; Mystic, Madwoman or Metaphysician?: The Analogical Theodicy of Christina Rossetti ; Outsiders looking in : the Rossettis then and now ; Pursuing the Well-Beloved: Thomas Hardy, Jocelyn Pearston and the School of Rossetti ; Recollections of PB Shelley: William Michael Rossetti, Political Commitment and Literary Capital ; Sibling Cultures ; The Aesthetics of Morbidity: DG Rossetti and Buchanan's The Fleshly School of Poetry ; The Taxman and the Aesthete: the Canon according to William Michael Rossetti ; William Michael and Lucy Rossetti: Outsider Insiders -- The True Cosmopolitans","017990183","Monograph","Language material ; Text","Online resource","GBB702288","","9780857287496 ; 9781843313380","","","","","Clifford, David [person] ; Roussillon, Laurence [person]","Anthem nineteenth century studies","","England","London","Anthem","2004","","1 online resource (xiv, 284 pages), illustrations","700.922","ELD.DS.83792","Poets, English--19th century--Biography ; Cultuurgeschiedenis ; Rossetti, William Michael, 1829-1919 ; Rossetti, Lucy Madox Brown, 1843-1894 ; Rossetti, Christina Georgina, 1830-1894 ; BIOGRAPHY & AUTOBIOGRAPHY--Artists, Architects, Photographers ; Great Britain--Intellectual life--19th century ; Arts, English--19th century ; English literature ; Italians--Great Britain--History--19th century ; Rossetti, Dante Gabriel, 1828-1882 ; Victoriaanse tijd ; Critics ; Critics--Great Britain--Biography ; Painters ; Rossetti family ; Painters--Great Britain--Biography ; English literature--19th century--History and criticism","Biography ; Criticsm and interpretation ; History","English","",""
"Poems ... Chosen and edited by W. M. Rossetti","Collections","003165319","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, William Michael [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1904","","xxvi 332 pages (8°)","","11611.b.37","","","","part of the 'Golden Treasury series'",""
"Poems ... Enlarged edition","Collections","003165316","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1891","","xiv 450 pages (8°)","","11612.df.5","","","","",""
"Poems ... New and enlarged edition","Books Containing MS. Notes by Palgrave ; Collections","003165314","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Palgrave, Francis Turner, 1824-1897 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Macmillan","1890","","xiv 450 pages (8°)","","11612.c.15 ; 11651.bbb.57","","","","",""
"Poems ... New and enlarged edition","Collections","003165315","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","","1895","","","","YA.1997.a.3093","","","","",""
"Poems ... With illustrations by Florence Harrison. Introduction by Alice Meynell. L.P","Collections","003165320","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Harrison, Florence [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Meynell, Alice, 1847-1922 [person]","","","England","London","Blackie","1910","","xxiv, 369 pages (4°)","","K.T.C.11.b.11","","","","",""
"Poems : feasts and fasts","","009373559","Monograph","Language material ; Text","Volume","GB9629651","","9780006279952","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Fount classics","","England","London","Fount","1996","","ix, 86 pages, 20 cm","821.8","YK.1996.a.11902","English poetry","","English","Includes index",""
"Poems and prose","","007392147","Monograph","Language material ; Text","Volume","GB9608532","","9780460875363","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Everyman","","England","London","Dent","1994","","xxxiii, 488 pages, 20 cm","828.809","YK.1996.a.6522","English literature","","English","Includes index",""
"Poems and prose","Goblin market","007452859","Monograph","Language material ; Text","Volume","GB9667615","","9781857995572","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Phoenix","1996","","60 pages, 14 cm","821.8","YK.1996.a.20352","English poetry","","English","Originally published in: Poems and prose. London : Dent, 1994",""
"Poems and prose","Works. Selections, 2008","014668012","Monograph","Language material ; Text","Volume","GBA887671","","9780192807151","Rossetti, Christina Georgina","1830-1894","person","","Humphries, Simon, 1963- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2008","","xlii, 509 pages, 20 cm","821.8","YC.2009.a.17527","English literature","","English","",""
"Poems by Christina Rossetti. Selected and with an introduction by Robin Ironside","Works. Selections","003165383","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Ironside, Robin [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","England","London","Grey Walls","1953","","116 pages (8°)","","11605.cc.45","","","","",""
"Poems of Christina Rossetti","","009007935","Monograph","Language material ; Text","Volume","GB5516504","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","","","United Kingdom","","Mowbray","1955","","106 pages, illustrations, 18 cm","821.8","","","","English","",""
"Poems of Christina Rossetti","","010238360","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, William M. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","","","","","Macmillan","1913","","","","X12/4187","","","English","",""
